unitKey,chassis,model,techBase,rulesLevel,relativePath,weaponIndex,mtfWeaponName,mtfLocation,normalizedLocation,resolutionStatus,chosenWeaponId,chosenWeaponName,chosenTechBase,matchedBy,matchedText,slotMatchStatus,matchingSlotIndexes,matchingSlotValues,reason
meks-3085u-phoenix-griffin-iic-6,Griffin IIC,6,Clan,Standard,meks/3085u/Phoenix/Griffin IIC 6.mtf,1,ATM 3,Left Torso,leftTorso,matched,clan_atm_3,ATM 3,Clan,name,ATM 3,matchedSlot,10; 11,CLATM3; CLATM3,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-griffin-iic-6,Griffin IIC,6,Clan,Standard,meks/3085u/Phoenix/Griffin IIC 6.mtf,2,ATM 3,Right Torso,rightTorso,matched,clan_atm_3,ATM 3,Clan,name,ATM 3,matchedSlot,7; 8; 9; 10; 11,CLATM3; CLATM3; Clan Ammo ATM-3; Clan Ammo ATM-3 ER; Clan Ammo ATM-3 HE,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-griffin-iic-8,Griffin IIC,8,Clan,Standard,meks/3085u/Phoenix/Griffin IIC 8.mtf,0,ER Large Laser,Head,head,matched,clan_er_large_laser,ER Large Laser,Clan,name,ER Large Laser,matchedSlot,4,CLERLargeLaser,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-griffin-iic-8,Griffin IIC,8,Clan,Standard,meks/3085u/Phoenix/Griffin IIC 8.mtf,1,Heavy Medium Laser,Right Torso,rightTorso,matched,clan_heavy_medium_laser,Heavy Medium Laser,Clan,name,Heavy Medium Laser,matchedSlot,9; 10,CLHeavyMediumLaser; CLHeavyMediumLaser,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-griffin-iic-8,Griffin IIC,8,Clan,Standard,meks/3085u/Phoenix/Griffin IIC 8.mtf,2,Heavy Medium Laser,Left Torso,leftTorso,matched,clan_heavy_medium_laser,Heavy Medium Laser,Clan,name,Heavy Medium Laser,matchedSlot,9; 10,CLHeavyMediumLaser; CLHeavyMediumLaser,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-griffin-iic-8,Griffin IIC,8,Clan,Standard,meks/3085u/Phoenix/Griffin IIC 8.mtf,3,Streak SRM 2,Right Torso,rightTorso,matched,clan_streak_srm_2,Streak SRM 2,Clan,name,Streak SRM 2,matchedSlot,11; 12,CLStreakSRM2; Clan Streak SRM 2 Ammo,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-griffin-iic-8,Griffin IIC,8,Clan,Standard,meks/3085u/Phoenix/Griffin IIC 8.mtf,4,Streak SRM 2,Left Torso,leftTorso,matched,clan_streak_srm_2,Streak SRM 2,Clan,name,Streak SRM 2,matchedSlot,11,CLStreakSRM2,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-iic-4,Locust IIC,4,Clan,Standard,meks/3085u/Phoenix/Locust IIC 4.mtf,0,Heavy Small Laser,Left Arm,leftArm,matched,clan_heavy_small_laser,Heavy Small Laser,Clan,name,Heavy Small Laser,matchedSlot,3; 4; 5,CLHeavySmallLaser; CLHeavySmallLaser; CLHeavySmallLaser,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-iic-4,Locust IIC,4,Clan,Standard,meks/3085u/Phoenix/Locust IIC 4.mtf,1,Heavy Small Laser,Left Arm,leftArm,matched,clan_heavy_small_laser,Heavy Small Laser,Clan,name,Heavy Small Laser,matchedSlot,3; 4; 5,CLHeavySmallLaser; CLHeavySmallLaser; CLHeavySmallLaser,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-iic-4,Locust IIC,4,Clan,Standard,meks/3085u/Phoenix/Locust IIC 4.mtf,2,Heavy Small Laser,Left Arm,leftArm,matched,clan_heavy_small_laser,Heavy Small Laser,Clan,name,Heavy Small Laser,matchedSlot,3; 4; 5,CLHeavySmallLaser; CLHeavySmallLaser; CLHeavySmallLaser,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-iic-4,Locust IIC,4,Clan,Standard,meks/3085u/Phoenix/Locust IIC 4.mtf,3,Heavy Small Laser,Right Arm,rightArm,matched,clan_heavy_small_laser,Heavy Small Laser,Clan,name,Heavy Small Laser,matchedSlot,3; 4; 5,CLHeavySmallLaser; CLHeavySmallLaser; CLHeavySmallLaser,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-iic-4,Locust IIC,4,Clan,Standard,meks/3085u/Phoenix/Locust IIC 4.mtf,4,Heavy Small Laser,Right Arm,rightArm,matched,clan_heavy_small_laser,Heavy Small Laser,Clan,name,Heavy Small Laser,matchedSlot,3; 4; 5,CLHeavySmallLaser; CLHeavySmallLaser; CLHeavySmallLaser,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-iic-4,Locust IIC,4,Clan,Standard,meks/3085u/Phoenix/Locust IIC 4.mtf,5,Heavy Small Laser,Right Arm,rightArm,matched,clan_heavy_small_laser,Heavy Small Laser,Clan,name,Heavy Small Laser,matchedSlot,3; 4; 5,CLHeavySmallLaser; CLHeavySmallLaser; CLHeavySmallLaser,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-iic-4,Locust IIC,4,Clan,Standard,meks/3085u/Phoenix/Locust IIC 4.mtf,6,ER Medium Laser,Center Torso,centerTorso,matched,clan_er_medium_laser,ER Medium Laser,Clan,name,ER Medium Laser,matchedSlot,11,CLERMediumLaser,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-iic-5,Locust IIC,5,Clan,Standard,meks/3085u/Phoenix/Locust IIC 5.mtf,0,ATM 3,Left Arm,leftArm,matched,clan_atm_3,ATM 3,Clan,name,ATM 3,matchedSlot,3; 4; 5,CLATM3; CLATM3; Clan Ammo ATM-3,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-iic-5,Locust IIC,5,Clan,Standard,meks/3085u/Phoenix/Locust IIC 5.mtf,1,ATM 3,Right Arm,rightArm,matched,clan_atm_3,ATM 3,Clan,name,ATM 3,matchedSlot,3; 4; 5,CLATM3; CLATM3; Clan Ammo ATM-3,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-iic-5,Locust IIC,5,Clan,Standard,meks/3085u/Phoenix/Locust IIC 5.mtf,2,ER Medium Laser,Center Torso,centerTorso,matched,clan_er_medium_laser,ER Medium Laser,Clan,name,ER Medium Laser,matchedSlot,11,CLERMediumLaser,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-iic-6,Locust IIC,6,Clan,Standard,meks/3085u/Phoenix/Locust IIC 6.mtf,0,Heavy Machine Gun,Left Arm,leftArm,matched,clan_heavy_machine_gun,Heavy Machine Gun,Clan,name,Heavy Machine Gun,noMatchingSlotInDeclaredLocation,,,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-iic-6,Locust IIC,6,Clan,Standard,meks/3085u/Phoenix/Locust IIC 6.mtf,1,Heavy Machine Gun,Left Arm,leftArm,matched,clan_heavy_machine_gun,Heavy Machine Gun,Clan,name,Heavy Machine Gun,noMatchingSlotInDeclaredLocation,,,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-iic-6,Locust IIC,6,Clan,Standard,meks/3085u/Phoenix/Locust IIC 6.mtf,2,Heavy Machine Gun,Left Arm,leftArm,matched,clan_heavy_machine_gun,Heavy Machine Gun,Clan,name,Heavy Machine Gun,noMatchingSlotInDeclaredLocation,,,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-iic-6,Locust IIC,6,Clan,Standard,meks/3085u/Phoenix/Locust IIC 6.mtf,3,Heavy Machine Gun Array,Left Arm,leftArm,matched,is_machine_gun_array,Machine Gun Array,Inner Sphere,altName,Heavy Machine Gun Array,noMatchingSlotInDeclaredLocation,,,"Resolved by exact normalized id/name/altName match, exact match after stripping IS/CL prefix."
meks-3085u-phoenix-locust-iic-6,Locust IIC,6,Clan,Standard,meks/3085u/Phoenix/Locust IIC 6.mtf,4,Heavy Machine Gun,Right Arm,rightArm,matched,clan_heavy_machine_gun,Heavy Machine Gun,Clan,name,Heavy Machine Gun,noMatchingSlotInDeclaredLocation,,,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-iic-6,Locust IIC,6,Clan,Standard,meks/3085u/Phoenix/Locust IIC 6.mtf,5,Heavy Machine Gun,Right Arm,rightArm,matched,clan_heavy_machine_gun,Heavy Machine Gun,Clan,name,Heavy Machine Gun,noMatchingSlotInDeclaredLocation,,,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-iic-6,Locust IIC,6,Clan,Standard,meks/3085u/Phoenix/Locust IIC 6.mtf,6,Heavy Machine Gun,Right Arm,rightArm,matched,clan_heavy_machine_gun,Heavy Machine Gun,Clan,name,Heavy Machine Gun,noMatchingSlotInDeclaredLocation,,,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-iic-6,Locust IIC,6,Clan,Standard,meks/3085u/Phoenix/Locust IIC 6.mtf,7,Heavy Machine Gun Array,Right Arm,rightArm,matched,is_machine_gun_array,Machine Gun Array,Inner Sphere,altName,Heavy Machine Gun Array,noMatchingSlotInDeclaredLocation,,,"Resolved by exact normalized id/name/altName match, exact match after stripping IS/CL prefix."
meks-3085u-phoenix-locust-iic-6,Locust IIC,6,Clan,Standard,meks/3085u/Phoenix/Locust IIC 6.mtf,8,ER Medium Laser,Center Torso,centerTorso,matched,clan_er_medium_laser,ER Medium Laser,Clan,name,ER Medium Laser,matchedSlot,11,CLERMediumLaser,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-iic-7,Locust IIC,7,Clan,Standard,meks/3085u/Phoenix/Locust IIC 7.mtf,0,AP Gauss Rifle,Left Arm,leftArm,matched,clan_ap_gauss_rifle,AP Gauss Rifle,Clan,name,AP Gauss Rifle,matchedSlot,3; 4; 5,CLAPGaussRifle; CLAPGaussRifle; CLAPGaussRifle,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-iic-7,Locust IIC,7,Clan,Standard,meks/3085u/Phoenix/Locust IIC 7.mtf,1,AP Gauss Rifle,Left Arm,leftArm,matched,clan_ap_gauss_rifle,AP Gauss Rifle,Clan,name,AP Gauss Rifle,matchedSlot,3; 4; 5,CLAPGaussRifle; CLAPGaussRifle; CLAPGaussRifle,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-iic-7,Locust IIC,7,Clan,Standard,meks/3085u/Phoenix/Locust IIC 7.mtf,2,AP Gauss Rifle,Left Arm,leftArm,matched,clan_ap_gauss_rifle,AP Gauss Rifle,Clan,name,AP Gauss Rifle,matchedSlot,3; 4; 5,CLAPGaussRifle; CLAPGaussRifle; CLAPGaussRifle,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-iic-7,Locust IIC,7,Clan,Standard,meks/3085u/Phoenix/Locust IIC 7.mtf,3,AP Gauss Rifle,Right Arm,rightArm,matched,clan_ap_gauss_rifle,AP Gauss Rifle,Clan,name,AP Gauss Rifle,matchedSlot,3; 4; 5,CLAPGaussRifle; CLAPGaussRifle; CLAPGaussRifle,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-iic-7,Locust IIC,7,Clan,Standard,meks/3085u/Phoenix/Locust IIC 7.mtf,4,AP Gauss Rifle,Right Arm,rightArm,matched,clan_ap_gauss_rifle,AP Gauss Rifle,Clan,name,AP Gauss Rifle,matchedSlot,3; 4; 5,CLAPGaussRifle; CLAPGaussRifle; CLAPGaussRifle,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-iic-7,Locust IIC,7,Clan,Standard,meks/3085u/Phoenix/Locust IIC 7.mtf,5,AP Gauss Rifle,Right Arm,rightArm,matched,clan_ap_gauss_rifle,AP Gauss Rifle,Clan,name,AP Gauss Rifle,matchedSlot,3; 4; 5,CLAPGaussRifle; CLAPGaussRifle; CLAPGaussRifle,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-iic-7,Locust IIC,7,Clan,Standard,meks/3085u/Phoenix/Locust IIC 7.mtf,6,ER Medium Laser,Center Torso,centerTorso,matched,clan_er_medium_laser,ER Medium Laser,Clan,name,ER Medium Laser,matchedSlot,11,CLERMediumLaser,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-iic-8,Locust IIC,8,Clan,Standard,meks/3085u/Phoenix/Locust IIC 8.mtf,0,ER Large Laser,Center Torso,centerTorso,matched,clan_er_large_laser,ER Large Laser,Clan,name,ER Large Laser,matchedSlot,11,CLERLargeLaser,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-lct-1v2,Locust,LCT-1V2,Inner Sphere,Standard,meks/3085u/Phoenix/Locust LCT-1V2.mtf,0,Rocket Launcher 10,Left Arm,leftArm,matched,is_rocket_launcher_10,Rocket Launcher 10,Inner Sphere,name,Rocket Launcher 10,noMatchingSlotInDeclaredLocation,,,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-lct-1v2,Locust,LCT-1V2,Inner Sphere,Standard,meks/3085u/Phoenix/Locust LCT-1V2.mtf,1,Rocket Launcher 10,Left Arm,leftArm,matched,is_rocket_launcher_10,Rocket Launcher 10,Inner Sphere,name,Rocket Launcher 10,noMatchingSlotInDeclaredLocation,,,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-lct-1v2,Locust,LCT-1V2,Inner Sphere,Standard,meks/3085u/Phoenix/Locust LCT-1V2.mtf,2,Rocket Launcher 10,Right Arm,rightArm,matched,is_rocket_launcher_10,Rocket Launcher 10,Inner Sphere,name,Rocket Launcher 10,noMatchingSlotInDeclaredLocation,,,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-lct-1v2,Locust,LCT-1V2,Inner Sphere,Standard,meks/3085u/Phoenix/Locust LCT-1V2.mtf,3,Rocket Launcher 10,Right Arm,rightArm,matched,is_rocket_launcher_10,Rocket Launcher 10,Inner Sphere,name,Rocket Launcher 10,noMatchingSlotInDeclaredLocation,,,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-lct-1v2,Locust,LCT-1V2,Inner Sphere,Standard,meks/3085u/Phoenix/Locust LCT-1V2.mtf,4,Medium Laser,Center Torso,centerTorso,matched,is_medium_laser,Medium Laser,Inner Sphere,name,Medium Laser,matchedSlot,11,Medium Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-lct-5m,Locust,LCT-5M,Inner Sphere,Standard,meks/3085u/Phoenix/Locust LCT-5M.mtf,0,ER Small Laser,Left Arm,leftArm,matched,is_er_small_laser,ER Small Laser,Inner Sphere,name,ER Small Laser,matchedSlot,3; 4,ISERSmallLaser; ISERSmallLaser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-lct-5m,Locust,LCT-5M,Inner Sphere,Standard,meks/3085u/Phoenix/Locust LCT-5M.mtf,1,ER Small Laser,Left Arm,leftArm,matched,is_er_small_laser,ER Small Laser,Inner Sphere,name,ER Small Laser,matchedSlot,3; 4,ISERSmallLaser; ISERSmallLaser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-lct-5m,Locust,LCT-5M,Inner Sphere,Standard,meks/3085u/Phoenix/Locust LCT-5M.mtf,2,ER Small Laser,Right Arm,rightArm,matched,is_er_small_laser,ER Small Laser,Inner Sphere,name,ER Small Laser,matchedSlot,3; 4,ISERSmallLaser; ISERSmallLaser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-lct-5m,Locust,LCT-5M,Inner Sphere,Standard,meks/3085u/Phoenix/Locust LCT-5M.mtf,3,ER Small Laser,Right Arm,rightArm,matched,is_er_small_laser,ER Small Laser,Inner Sphere,name,ER Small Laser,matchedSlot,3; 4,ISERSmallLaser; ISERSmallLaser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-lct-5m,Locust,LCT-5M,Inner Sphere,Standard,meks/3085u/Phoenix/Locust LCT-5M.mtf,4,ER Medium Laser,Center Torso,centerTorso,matched,is_er_medium_laser,ER Medium Laser,Inner Sphere,name,ER Medium Laser,matchedSlot,11,ISERMediumLaser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-lct-5t,Locust,LCT-5T,Inner Sphere,Standard,meks/3085u/Phoenix/Locust LCT-5T.mtf,0,Light Machine Gun,Left Arm,leftArm,matched,is_light_machine_gun,Light Machine Gun,Inner Sphere,name,Light Machine Gun,matchedSlot,3; 4; 5,Light Machine Gun; Light Machine Gun; Light Machine Gun,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-lct-5t,Locust,LCT-5T,Inner Sphere,Standard,meks/3085u/Phoenix/Locust LCT-5T.mtf,1,Light Machine Gun,Left Arm,leftArm,matched,is_light_machine_gun,Light Machine Gun,Inner Sphere,name,Light Machine Gun,matchedSlot,3; 4; 5,Light Machine Gun; Light Machine Gun; Light Machine Gun,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-lct-5t,Locust,LCT-5T,Inner Sphere,Standard,meks/3085u/Phoenix/Locust LCT-5T.mtf,2,Light Machine Gun,Left Arm,leftArm,matched,is_light_machine_gun,Light Machine Gun,Inner Sphere,name,Light Machine Gun,matchedSlot,3; 4; 5,Light Machine Gun; Light Machine Gun; Light Machine Gun,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-lct-5t,Locust,LCT-5T,Inner Sphere,Standard,meks/3085u/Phoenix/Locust LCT-5T.mtf,3,Light Machine Gun Array,Left Arm,leftArm,matched,is_machine_gun_array,Machine Gun Array,Inner Sphere,altName,Light Machine Gun Array,matchedSlot,3; 4; 5,Light Machine Gun; Light Machine Gun; Light Machine Gun,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix."
meks-3085u-phoenix-locust-lct-5t,Locust,LCT-5T,Inner Sphere,Standard,meks/3085u/Phoenix/Locust LCT-5T.mtf,4,Light Machine Gun,Right Arm,rightArm,matched,is_light_machine_gun,Light Machine Gun,Inner Sphere,name,Light Machine Gun,matchedSlot,3; 4; 5,Light Machine Gun; Light Machine Gun; Light Machine Gun,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-lct-5t,Locust,LCT-5T,Inner Sphere,Standard,meks/3085u/Phoenix/Locust LCT-5T.mtf,5,Light Machine Gun,Right Arm,rightArm,matched,is_light_machine_gun,Light Machine Gun,Inner Sphere,name,Light Machine Gun,matchedSlot,3; 4; 5,Light Machine Gun; Light Machine Gun; Light Machine Gun,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-lct-5t,Locust,LCT-5T,Inner Sphere,Standard,meks/3085u/Phoenix/Locust LCT-5T.mtf,6,Light Machine Gun,Right Arm,rightArm,matched,is_light_machine_gun,Light Machine Gun,Inner Sphere,name,Light Machine Gun,matchedSlot,3; 4; 5,Light Machine Gun; Light Machine Gun; Light Machine Gun,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-lct-5t,Locust,LCT-5T,Inner Sphere,Standard,meks/3085u/Phoenix/Locust LCT-5T.mtf,7,Light Machine Gun Array,Right Arm,rightArm,matched,is_machine_gun_array,Machine Gun Array,Inner Sphere,altName,Light Machine Gun Array,matchedSlot,3; 4; 5,Light Machine Gun; Light Machine Gun; Light Machine Gun,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix."
meks-3085u-phoenix-locust-lct-5t,Locust,LCT-5T,Inner Sphere,Standard,meks/3085u/Phoenix/Locust LCT-5T.mtf,8,ER Medium Laser,Center Torso,centerTorso,matched,is_er_medium_laser,ER Medium Laser,Inner Sphere,name,ER Medium Laser,matchedSlot,11,ISERMediumLaser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-lct-5v,Locust,LCT-5V,Inner Sphere,Standard,meks/3085u/Phoenix/Locust LCT-5V.mtf,0,Rocket Launcher 10,Left Arm,leftArm,matched,is_rocket_launcher_10,Rocket Launcher 10,Inner Sphere,name,Rocket Launcher 10,noMatchingSlotInDeclaredLocation,,,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-lct-5v,Locust,LCT-5V,Inner Sphere,Standard,meks/3085u/Phoenix/Locust LCT-5V.mtf,1,Rocket Launcher 10,Right Arm,rightArm,matched,is_rocket_launcher_10,Rocket Launcher 10,Inner Sphere,name,Rocket Launcher 10,noMatchingSlotInDeclaredLocation,,,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-lct-5v,Locust,LCT-5V,Inner Sphere,Standard,meks/3085u/Phoenix/Locust LCT-5V.mtf,2,ER Medium Laser,Center Torso,centerTorso,matched,is_er_medium_laser,ER Medium Laser,Inner Sphere,name,ER Medium Laser,matchedSlot,11; 12,ISERMediumLaser; ISERMediumLaser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-lct-5v,Locust,LCT-5V,Inner Sphere,Standard,meks/3085u/Phoenix/Locust LCT-5V.mtf,3,ER Medium Laser,Center Torso,centerTorso,matched,is_er_medium_laser,ER Medium Laser,Inner Sphere,name,ER Medium Laser,matchedSlot,11; 12,ISERMediumLaser; ISERMediumLaser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-lct-5w,Locust,LCT-5W,Inner Sphere,Standard,meks/3085u/Phoenix/Locust LCT-5W.mtf,0,ER Medium Laser,Left Arm,leftArm,matched,is_er_medium_laser,ER Medium Laser,Inner Sphere,name,ER Medium Laser,matchedSlot,3,ISERMediumLaser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-lct-5w,Locust,LCT-5W,Inner Sphere,Standard,meks/3085u/Phoenix/Locust LCT-5W.mtf,1,ER Medium Laser,Right Arm,rightArm,matched,is_er_medium_laser,ER Medium Laser,Inner Sphere,name,ER Medium Laser,matchedSlot,3,ISERMediumLaser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-lct-5w,Locust,LCT-5W,Inner Sphere,Standard,meks/3085u/Phoenix/Locust LCT-5W.mtf,2,TAG,Center Torso,centerTorso,matched,is_tag,TAG,Inner Sphere,name,TAG,matchedSlot,11,ISTAG,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-lct-5w2,Locust,LCT-5W2,Inner Sphere,Standard,meks/3085u/Phoenix/Locust LCT-5W2.mtf,0,ER Medium Laser,Left Arm,leftArm,matched,is_er_medium_laser,ER Medium Laser,Inner Sphere,name,ER Medium Laser,matchedSlot,6,ISERMediumLaser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-lct-5w2,Locust,LCT-5W2,Inner Sphere,Standard,meks/3085u/Phoenix/Locust LCT-5W2.mtf,1,ER Medium Laser,Right Arm,rightArm,matched,is_er_medium_laser,ER Medium Laser,Inner Sphere,name,ER Medium Laser,matchedSlot,6,ISERMediumLaser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-lct-5w2,Locust,LCT-5W2,Inner Sphere,Standard,meks/3085u/Phoenix/Locust LCT-5W2.mtf,2,TAG,Center Torso,centerTorso,matched,is_tag,TAG,Inner Sphere,name,TAG,matchedSlot,11,ISTAG,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3085u-phoenix-locust-lct-6m,Locust,LCT-6M,Inner Sphere,Standard,meks/3085u/Phoenix/Locust LCT-6M.mtf,0,ER Medium Laser,Left Arm,leftArm,matched,is_er_medium_laser,ER Medium Laser,Inner Sphere,name,ER Medium Laser,matchedSlot,3,ISERMediumLaser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
